id,prestamo_id,fecha_efectiva,fecha_proceso,ordinal_interno,numero_operacion,concepto_id,fecha_vencimiento,tasa,monto_transaccion,abono_capital,intrs_ctes,seguro,fee,usuario,numero_cuota,estado,capital_aplicado_periodo,numero_pago_referencia,numero_asiento_contable
478,90037,2025-11-02,2025-11-02,0,0,DES,2026-09-02,10.0000,940333.00,0.00,0.00,0.00,0.00,admin25+,0,TRANSACCION ,0.00,,0
479,90037,2025-11-02,2025-11-27,0,0,PLANCAP,2025-11-02,0.0000,188067.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
480,90037,2025-11-02,2025-11-27,0,1,PLANCAP,2025-12-02,0.0000,80837.48,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
481,90037,2025-11-02,2025-11-27,0,2,PLANINT,2025-12-02,0.0000,6268.88,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
482,90037,2025-11-02,2025-11-27,0,3,PLANSEG,2025-12-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
483,90037,2025-11-02,2025-11-27,0,4,PLANCAP,2026-01-02,0.0000,81511.12,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
484,90037,2025-11-02,2025-11-27,0,5,PLANINT,2026-01-02,0.0000,5595.24,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
485,90037,2025-11-02,2025-11-27,0,6,PLANSEG,2026-01-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
486,90037,2025-11-02,2025-11-27,0,7,PLANCAP,2026-02-02,0.0000,82190.38,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
487,90037,2025-11-02,2025-11-27,0,8,PLANINT,2026-02-02,0.0000,4915.98,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
488,90037,2025-11-02,2025-11-27,0,9,PLANSEG,2026-02-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
489,90037,2025-11-02,2025-11-27,0,10,PLANCAP,2026-03-02,0.0000,82875.30,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
490,90037,2025-11-02,2025-11-27,0,11,PLANINT,2026-03-02,0.0000,4231.06,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
491,90037,2025-11-02,2025-11-27,0,12,PLANSEG,2026-03-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
492,90037,2025-11-02,2025-11-27,0,13,PLANCAP,2026-04-02,0.0000,83565.93,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
493,90037,2025-11-02,2025-11-27,0,14,PLANINT,2026-04-02,0.0000,3540.43,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
494,90037,2025-11-02,2025-11-27,0,15,PLANSEG,2026-04-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
495,90037,2025-11-02,2025-11-27,0,16,PLANCAP,2026-05-02,0.0000,84262.31,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
496,90037,2025-11-02,2025-11-27,0,17,PLANINT,2026-05-02,0.0000,2844.05,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
497,90037,2025-11-02,2025-11-27,0,18,PLANSEG,2026-05-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
498,90037,2025-11-02,2025-11-27,0,19,PLANCAP,2026-06-02,0.0000,84964.50,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
499,90037,2025-11-02,2025-11-27,0,20,PLANINT,2026-06-02,0.0000,2141.86,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
500,90037,2025-11-02,2025-11-27,0,21,PLANSEG,2026-06-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
501,90037,2025-11-02,2025-11-27,0,22,PLANCAP,2026-07-02,0.0000,85672.54,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
502,90037,2025-11-02,2025-11-27,0,23,PLANINT,2026-07-02,0.0000,1433.82,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
503,90037,2025-11-02,2025-11-27,0,24,PLANSEG,2026-07-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
504,90037,2025-11-02,2025-11-27,0,25,PLANCAP,2026-08-02,0.0000,86386.44,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
505,90037,2025-11-02,2025-11-27,0,26,PLANINT,2026-08-02,0.0000,719.92,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
506,90037,2025-11-02,2025-11-27,0,27,PLANSEG,2026-08-02,0.0000,37613.00,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
205,61,2025-11-20,2025-11-25,0,0,PLANCAP,2025-11-20,0.0000,700000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
206,61,2025-11-20,2025-11-25,0,1,PLANSEG,2025-11-20,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
207,61,2025-11-20,2025-11-25,0,2,PLANCAP,2025-12-03,0.0000,254110.83,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
208,61,2025-11-20,2025-11-25,0,3,PLANINT,2025-12-03,0.0000,3258.33,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
209,61,2025-11-20,2025-11-25,0,4,PLANSEG,2025-12-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
210,61,2025-11-20,2025-11-25,0,5,PLANCAP,2026-01-03,0.0000,254470.82,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
211,61,2025-11-20,2025-11-25,0,6,PLANINT,2026-01-03,0.0000,2898.34,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
212,61,2025-11-20,2025-11-25,0,7,PLANSEG,2026-01-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
213,61,2025-11-20,2025-11-25,0,8,PLANCAP,2026-02-03,0.0000,254831.32,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
214,61,2025-11-20,2025-11-25,0,9,PLANINT,2026-02-03,0.0000,2537.84,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
215,61,2025-11-20,2025-11-25,0,10,PLANSEG,2026-02-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
216,61,2025-11-20,2025-11-25,0,11,PLANCAP,2026-03-03,0.0000,255192.33,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
217,61,2025-11-20,2025-11-25,0,12,PLANINT,2026-03-03,0.0000,2176.83,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
218,61,2025-11-20,2025-11-25,0,13,PLANSEG,2026-03-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
219,61,2025-11-20,2025-11-25,0,14,PLANCAP,2026-04-03,0.0000,255553.85,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
220,61,2025-11-20,2025-11-25,0,15,PLANINT,2026-04-03,0.0000,1815.31,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
221,61,2025-11-20,2025-11-25,0,16,PLANSEG,2026-04-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
222,61,2025-11-20,2025-11-25,0,17,PLANCAP,2026-05-03,0.0000,255915.89,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
223,61,2025-11-20,2025-11-25,0,18,PLANINT,2026-05-03,0.0000,1453.27,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
224,61,2025-11-20,2025-11-25,0,19,PLANSEG,2026-05-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
225,61,2025-11-20,2025-11-25,0,20,PLANCAP,2026-06-03,0.0000,256278.43,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
226,61,2025-11-20,2025-11-25,0,21,PLANINT,2026-06-03,0.0000,1090.73,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
227,61,2025-11-20,2025-11-25,0,22,PLANSEG,2026-06-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
228,61,2025-11-20,2025-11-25,0,23,PLANCAP,2026-07-03,0.0000,256641.49,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
229,61,2025-11-20,2025-11-25,0,24,PLANINT,2026-07-03,0.0000,727.67,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
230,61,2025-11-20,2025-11-25,0,25,PLANSEG,2026-07-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
231,61,2025-11-20,2025-11-25,0,26,PLANCAP,2026-08-03,0.0000,257005.04,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
232,61,2025-11-20,2025-11-25,0,27,PLANINT,2026-08-03,0.0000,364.12,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
233,61,2025-11-20,2025-11-25,0,28,PLANSEG,2026-08-03,0.0000,130000.00,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
234,60,2025-11-20,2025-11-25,0,0,PLANCAP,2025-11-20,0.0000,700000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
235,60,2025-11-20,2025-11-25,0,1,PLANSEG,2025-11-20,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
236,60,2025-11-20,2025-11-25,0,2,PLANCAP,2025-12-03,0.0000,254110.83,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
237,60,2025-11-20,2025-11-25,0,3,PLANINT,2025-12-03,0.0000,3258.33,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
238,60,2025-11-20,2025-11-25,0,4,PLANSEG,2025-12-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
239,60,2025-11-20,2025-11-25,0,5,PLANCAP,2026-01-03,0.0000,254470.82,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
240,60,2025-11-20,2025-11-25,0,6,PLANINT,2026-01-03,0.0000,2898.34,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
241,60,2025-11-20,2025-11-25,0,7,PLANSEG,2026-01-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
242,60,2025-11-20,2025-11-25,0,8,PLANCAP,2026-02-03,0.0000,254831.32,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
243,60,2025-11-20,2025-11-25,0,9,PLANINT,2026-02-03,0.0000,2537.84,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
244,60,2025-11-20,2025-11-25,0,10,PLANSEG,2026-02-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
245,60,2025-11-20,2025-11-25,0,11,PLANCAP,2026-03-03,0.0000,255192.33,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
246,60,2025-11-20,2025-11-25,0,12,PLANINT,2026-03-03,0.0000,2176.83,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
247,60,2025-11-20,2025-11-25,0,13,PLANSEG,2026-03-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
248,60,2025-11-20,2025-11-25,0,14,PLANCAP,2026-04-03,0.0000,255553.85,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
249,60,2025-11-20,2025-11-25,0,15,PLANINT,2026-04-03,0.0000,1815.31,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
250,60,2025-11-20,2025-11-25,0,16,PLANSEG,2026-04-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
251,60,2025-11-20,2025-11-25,0,17,PLANCAP,2026-05-03,0.0000,255915.89,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
252,60,2025-11-20,2025-11-25,0,18,PLANINT,2026-05-03,0.0000,1453.27,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
253,60,2025-11-20,2025-11-25,0,19,PLANSEG,2026-05-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
254,60,2025-11-20,2025-11-25,0,20,PLANCAP,2026-06-03,0.0000,256278.43,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
255,60,2025-11-20,2025-11-25,0,21,PLANINT,2026-06-03,0.0000,1090.73,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
256,60,2025-11-20,2025-11-25,0,22,PLANSEG,2026-06-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
257,60,2025-11-20,2025-11-25,0,23,PLANCAP,2026-07-03,0.0000,256641.49,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
258,60,2025-11-20,2025-11-25,0,24,PLANINT,2026-07-03,0.0000,727.67,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
259,60,2025-11-20,2025-11-25,0,25,PLANSEG,2026-07-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
260,60,2025-11-20,2025-11-25,0,26,PLANCAP,2026-08-03,0.0000,257005.04,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
261,60,2025-11-20,2025-11-25,0,27,PLANINT,2026-08-03,0.0000,364.12,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
262,60,2025-11-20,2025-11-25,0,28,PLANSEG,2026-08-03,0.0000,150000.00,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
263,63,2025-11-24,2025-11-25,0,0,PLANCAP,2025-11-24,0.0000,2000000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
264,63,2025-11-24,2025-11-25,0,1,PLANCAP,2025-12-24,0.0000,884453.70,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
265,63,2025-11-24,2025-11-25,0,2,PLANINT,2025-12-24,0.0000,10000.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
266,63,2025-11-24,2025-11-25,0,3,PLANSEG,2025-12-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
267,63,2025-11-24,2025-11-25,0,4,PLANCAP,2026-01-24,0.0000,885559.27,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
268,63,2025-11-24,2025-11-25,0,5,PLANINT,2026-01-24,0.0000,8894.43,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
269,63,2025-11-24,2025-11-25,0,6,PLANSEG,2026-01-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
270,63,2025-11-24,2025-11-25,0,7,PLANCAP,2026-02-24,0.0000,886666.22,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
271,63,2025-11-24,2025-11-25,0,8,PLANINT,2026-02-24,0.0000,7787.48,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
272,63,2025-11-24,2025-11-25,0,9,PLANSEG,2026-02-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
273,63,2025-11-24,2025-11-25,0,10,PLANCAP,2026-03-24,0.0000,887774.55,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
274,63,2025-11-24,2025-11-25,0,11,PLANINT,2026-03-24,0.0000,6679.15,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
275,63,2025-11-24,2025-11-25,0,12,PLANSEG,2026-03-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
276,63,2025-11-24,2025-11-25,0,13,PLANCAP,2026-04-24,0.0000,888884.27,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
277,63,2025-11-24,2025-11-25,0,14,PLANINT,2026-04-24,0.0000,5569.43,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
278,63,2025-11-24,2025-11-25,0,15,PLANSEG,2026-04-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
279,63,2025-11-24,2025-11-25,0,16,PLANCAP,2026-05-24,0.0000,889995.37,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
280,63,2025-11-24,2025-11-25,0,17,PLANINT,2026-05-24,0.0000,4458.33,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
281,63,2025-11-24,2025-11-25,0,18,PLANSEG,2026-05-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
282,63,2025-11-24,2025-11-25,0,19,PLANCAP,2026-06-24,0.0000,891107.87,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
283,63,2025-11-24,2025-11-25,0,20,PLANINT,2026-06-24,0.0000,3345.83,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
284,63,2025-11-24,2025-11-25,0,21,PLANSEG,2026-06-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,8,PENDIENTE,0.00,,0
285,63,2025-11-24,2025-11-25,0,22,PLANCAP,2026-07-24,0.0000,892221.75,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
286,63,2025-11-24,2025-11-25,0,23,PLANINT,2026-07-24,0.0000,2231.95,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
287,63,2025-11-24,2025-11-25,0,24,PLANSEG,2026-07-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,9,PENDIENTE,0.00,,0
288,63,2025-11-24,2025-11-25,0,25,PLANCAP,2026-08-24,0.0000,893337.00,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
289,63,2025-11-24,2025-11-25,0,26,PLANINT,2026-08-24,0.0000,1116.70,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
290,63,2025-11-24,2025-11-25,0,27,PLANSEG,2026-08-24,0.0000,420000.00,0.00,0.00,0.00,0.00,admin25+,10,PENDIENTE,0.00,,0
291,62,2025-11-23,2025-11-25,0,0,PLANCAP,2025-11-23,0.0000,1000000.00,0.00,0.00,0.00,0.00,admin25+,1,PENDIENTE,0.00,,0
292,62,2025-11-23,2025-11-25,0,1,PLANCAP,2025-12-23,0.0000,441931.86,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
293,62,2025-11-23,2025-11-25,0,2,PLANINT,2025-12-23,0.0000,5666.67,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
294,62,2025-11-23,2025-11-25,0,3,PLANSEG,2025-12-23,0.0000,250000.00,0.00,0.00,0.00,0.00,admin25+,2,PENDIENTE,0.00,,0
295,62,2025-11-23,2025-11-25,0,4,PLANCAP,2026-01-23,0.0000,442557.93,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
296,62,2025-11-23,2025-11-25,0,5,PLANINT,2026-01-23,0.0000,5040.60,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
297,62,2025-11-23,2025-11-25,0,6,PLANSEG,2026-01-23,0.0000,250000.00,0.00,0.00,0.00,0.00,admin25+,3,PENDIENTE,0.00,,0
298,62,2025-11-23,2025-11-25,0,7,PLANCAP,2026-02-23,0.0000,443184.89,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
299,62,2025-11-23,2025-11-25,0,8,PLANINT,2026-02-23,0.0000,4413.64,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
300,62,2025-11-23,2025-11-25,0,9,PLANSEG,2026-02-23,0.0000,250000.00,0.00,0.00,0.00,0.00,admin25+,4,PENDIENTE,0.00,,0
301,62,2025-11-23,2025-11-25,0,10,PLANCAP,2026-03-23,0.0000,443812.74,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
302,62,2025-11-23,2025-11-25,0,11,PLANINT,2026-03-23,0.0000,3785.79,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
303,62,2025-11-23,2025-11-25,0,12,PLANSEG,2026-03-23,0.0000,250000.00,0.00,0.00,0.00,0.00,admin25+,5,PENDIENTE,0.00,,0
304,62,2025-11-23,2025-11-25,0,13,PLANCAP,2026-04-23,0.0000,444441.47,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
305,62,2025-11-23,2025-11-25,0,14,PLANINT,2026-04-23,0.0000,3157.06,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
306,62,2025-11-23,2025-11-25,0,15,PLANSEG,2026-04-23,0.0000,250000.00,0.00,0.00,0.00,0.00,admin25+,6,PENDIENTE,0.00,,0
307,62,2025-11-23,2025-11-25,0,16,PLANCAP,2026-05-23,0.0000,445071.10,0.00,0.00,0.00,0.00,admin25+,7,PENDIENTE,0.00,,0
